"Age","Gender","HCCI_category","HCCI_subcategory","Year","spending_per_member","OOP_spending_per_member","adjusted_price","adjusted_utilization_per_1000","annual_pct_change_spending_per_member","annual_pct_change_adjusted_price","annual_pct_change_adjusted_utilization_per_1000"
"4-8","Female","RX","Vaccines",2016,0.25,0.033,953.302,0.261,0.868,0.762,0.06
"4-8","Female","RX","Vaccines",2017,0.18,0.034,792.446,0.23,-0.266,-0.169,-0.117
"4-8","Female","RX","Vitamins",2014,0.78,0.432,11.624,66.631,0,0,0
"4-8","Female","RX","Vitamins",2015,0.85,0.416,13.098,65.13,0.101,0.127,-0.023
"4-8","Female","RX","Vitamins",2016,0.88,0.439,12.809,68.565,0.03,-0.022,0.053
"4-8","Female","RX","Vitamins",2017,0.91,0.429,12.988,70.308,0.04,0.014,0.025
"4-8","Female","RX","All Prescription Drugs",2014,105.88,19.332,331.848,319.052,0,0,0
"4-8","Female","RX","All Prescription Drugs",2015,110.66,17.796,374.798,295.257,0.045,0.129,-0.075
"4-8","Female","RX","All Prescription Drugs",2016,109.95,16.919,408.03,269.466,-0.006,0.089,-0.087
"4-8","Female","RX","All Prescription Drugs",2017,133.01,17.75,518.267,256.643,0.21,0.27,-0.048
"4-8","Female","RX","Anti-Infectives",2014,13.6,3.532,916.496,14.839,0,0,0
"4-8","Female","RX","Anti-Infectives",2015,10.65,2.743,1014.64,10.498,-0.217,0.107,-0.293
"4-8","Female","RX","Anti-Infectives",2016,8.9,2.308,1121.7,7.934,-0.165,0.106,-0.244
"4-8","Female","RX","Anti-Infectives",2017,11.26,3.104,1227.17,9.178,0.266,0.094,0.157
"4-8","Female","RX","Antihistamines",2014,0.03,0.017,51.209,0.582,0,0,0
"4-8","Female","RX","Antihistamines",2015,0.03,0.015,86.273,0.392,0.135,0.685,-0.326
"4-8","Female","RX","Antihistamines",2016,0.08,0.033,98.495,0.77,1.243,0.142,0.964
"4-8","Female","RX","Antihistamines",2017,0.08,0.028,94.376,0.834,0.038,-0.042,0.083
"4-8","Female","RX","Autonomic",2014,5.62,2.307,93.022,60.408,0,0,0
"4-8","Female","RX","Autonomic",2015,6.62,2.382,106.321,62.248,0.178,0.143,0.03
"4-8","Female","RX","Autonomic",2016,4.58,2.149,79.771,57.465,-0.307,-0.25,-0.077
"4-8","Female","RX","Autonomic",2017,8.78,2.685,155.265,56.558,0.916,0.946,-0.016
"4-8","Female","RX","Bio Response Modifiers",2014,0.61,0.019,6444.53,0.095,0,0,0
"4-8","Female","RX","Bio Response Modifiers",2015,0.62,0.007,7340.66,0.084,0.011,0.139,-0.113
"4-8","Female","RX","Bio Response Modifiers",2016,0.62,0,7945.12,0.078,-0.001,0.082,-0.077
"4-8","Female","RX","Bio Response Modifiers",2017,0.64,0,7351.13,0.087,0.041,-0.075,0.125
"4-8","Female","RX","Blood",2014,1.23,0.02,5689.41,0.217,0,0,0
"4-8","Female","RX","Blood",2015,1.21,0.015,6139.44,0.196,-0.023,0.079,-0.094
"4-8","Female","RX","Blood",2016,1.74,0.032,7138.38,0.244,0.446,0.163,0.244
"4-8","Female","RX","Blood",2017,2.91,0.054,10257.29,0.284,0.668,0.437,0.161
"4-8","Female","RX","Cardiovascular",2014,0.44,0.027,598.089,0.73,0,0,0
"4-8","Female","RX","Cardiovascular",2015,0.28,0.031,446.442,0.626,-0.36,-0.254,-0.143
"4-8","Female","RX","Cardiovascular",2016,0.5,0.046,704.285,0.703,0.772,0.578,0.123
"4-8","Female","RX","Cardiovascular",2017,1.71,0.091,1359.94,1.256,2.451,0.931,0.787
"4-8","Female","RX","Central Nervous System",2014,22.37,4.055,323.682,69.108,0,0,0
"4-8","Female","RX","Central Nervous System",2015,22.69,3.589,366.991,61.814,0.014,0.134,-0.106
"4-8","Female","RX","Central Nervous System",2016,22.42,3.351,387.788,57.806,-0.012,0.057,-0.065
"4-8","Female","RX","Central Nervous System",2017,22.03,3.127,427.196,51.569,-0.017,0.102,-0.108
"4-8","Female","RX","Chemotherapy",2014,2.87,0.082,3153.03,0.909,0,0,0
"4-8","Female","RX","Chemotherapy",2015,4.12,0.121,3532.38,1.166,0.436,0.12,0.282
"4-8","Female","RX","Chemotherapy",2016,4.58,0.142,3704.53,1.236,0.112,0.049,0.06
"4-8","Female","RX","Chemotherapy",2017,4.5,0.125,3429.83,1.313,-0.016,-0.074,0.062
"4-8","Female","RX","Devices",2014,0.1,0.03,205.195,0.475,0,0,0
"4-8","Female","RX","Devices",2015,0.13,0.035,285.035,0.451,0.319,0.389,-0.051
"4-8","Female","RX","Devices",2016,0.13,0.033,287.772,0.462,0.034,0.01,0.024
"4-8","Female","RX","Devices",2017,0.05,0.018,285.427,0.161,-0.655,-0.008,-0.652
"4-8","Female","RX","Diagnostic",2017,0.17,0,35529.62,0.005,0,0,0
"4-8","Female","RX","EENT",2014,9.31,3.121,227.285,40.97,0,0,0
"4-8","Female","RX","EENT",2015,8.69,2.718,300.719,28.903,-0.067,0.323,-0.295
"4-8","Female","RX","EENT",2016,7.22,2.386,387.252,18.649,-0.169,0.288,-0.355
"4-8","Female","RX","EENT",2017,5.29,1.845,446.112,11.857,-0.268,0.152,-0.364
"4-8","Female","RX","Enzymes",2014,0.31,0,21666.27,0.015,0,0,0
"4-8","Female","RX","Enzymes",2015,0.13,0,21848.61,0.006,-0.573,0.008,-0.577
"4-8","Female","RX","Enzymes",2016,0.14,0,34626.36,0.004,0.011,0.585,-0.362
"4-8","Female","RX","Enzymes",2017,0.9,0.001,34376.02,0.026,5.621,-0.007,5.669
"4-8","Female","RX","Gastrointestinal",2014,3.76,0.449,442.741,8.491,0,0,0
"4-8","Female","RX","Gastrointestinal",2015,4.24,0.422,525.828,8.061,0.127,0.188,-0.051
"4-8","Female","RX","Gastrointestinal",2016,4.29,0.403,601.581,7.128,0.012,0.144,-0.116
"4-8","Female","RX","Gastrointestinal",2017,4.39,0.391,670.013,6.555,0.024,0.114,-0.08
"4-8","Female","RX","Heavy Metal Antagonists",2014,0.51,0.024,2481.41,0.204,0,0,0
"4-8","Female","RX","Heavy Metal Antagonists",2015,0.64,0.021,2702.01,0.236,0.259,0.089,0.156
"4-8","Female","RX","Heavy Metal Antagonists",2016,0.93,0.016,3790.55,0.246,0.467,0.403,0.046
"4-8","Female","RX","Heavy Metal Antagonists",2017,0.96,0.031,4530.92,0.212,0.029,0.195,-0.139
"4-8","Female","RX","Hormones",2014,13.65,1.306,564.026,24.198,0,0,0
"4-8","Female","RX","Hormones",2015,16.72,1.294,674.875,24.781,0.225,0.197,0.024
"4-8","Female","RX","Hormones",2016,17.39,1.291,772.959,22.492,0.04,0.145,-0.092
"4-8","Female","RX","Hormones",2017,19.09,1.386,884.557,21.584,0.098,0.144,-0.04
"4-8","Female","RX","Metabolic",2014,1.6,0.027,2984.82,0.537,0,0,0
"4-8","Female","RX","Metabolic",2015,1.14,0.04,1923.62,0.595,-0.286,-0.356,0.108
"4-8","Female","RX","Metabolic",2016,1.25,0.032,2110.98,0.59,0.088,0.097,-0.009
"4-8","Female","RX","Metabolic",2017,1.12,0.033,1617.82,0.691,-0.101,-0.234,0.173
"4-8","Female","RX","Miscellaneous",2014,3.48,0.152,664.332,5.237,0,0,0
"4-8","Female","RX","Miscellaneous",2015,3.12,0.186,836.005,3.732,-0.103,0.258,-0.287
"4-8","Female","RX","Miscellaneous",2016,3.65,0.218,1072.21,3.405,0.17,0.283,-0.088
"4-8","Female","RX","Miscellaneous",2017,4.16,0.172,1164.01,3.57,0.138,0.086,0.048
"4-8","Female","RX","Respiratory",2014,18.71,3.053,238.582,78.42,0,0,0
"4-8","Female","RX","Respiratory",2015,21.47,3.102,267.482,80.277,0.148,0.121,0.024
"4-8","Female","RX","Respiratory",2016,22.64,3.259,282.113,80.243,0.054,0.055,0
"4-8","Female","RX","Respiratory",2017,34.19,3.375,419.986,81.398,0.51,0.489,0.014
"4-8","Female","RX","Rheumatoid Arthritis",2014,2.95,0.202,2006.28,1.47,0,0,0
"4-8","Female","RX","Rheumatoid Arthritis",2015,4.02,0.212,2767.87,1.452,0.362,0.38,-0.013
"4-8","Female","RX","Rheumatoid Arthritis",2016,4.77,0.251,3144.74,1.516,0.187,0.136,0.045
"4-8","Female","RX","Rheumatoid Arthritis",2017,6.74,0.303,4081.35,1.651,0.413,0.298,0.089
"4-8","Female","RX","Skin",2014,4.35,0.831,555.039,7.838,0,0,0
"4-8","Female","RX","Skin",2015,3.59,0.775,631.579,5.69,-0.174,0.138,-0.274
"4-8","Female","RX","Skin",2016,3.46,0.871,715.781,4.828,-0.038,0.133,-0.152
"4-8","Female","RX","Skin",2017,3.44,0.879,776.454,4.433,-0.004,0.085,-0.082
"4-8","Female","RX","Smooth Muscle Relaxants",2014,0.06,0.016,205.471,0.278,0,0,0
"4-8","Female","RX","Smooth Muscle Relaxants",2015,0.08,0.015,287.25,0.279,0.403,0.398,0.004
"4-8","Female","RX","Smooth Muscle Relaxants",2016,0.06,0.013,316.239,0.181,-0.288,0.101,-0.353
"4-8","Female","RX","Smooth Muscle Relaxants",2017,0.06,0.013,323.429,0.179,0.016,0.023,-0.007
"4-8","Female","RX","Vaccines",2014,0.08,0.01,381.175,0.203,0,0,0
"4-8","Female","RX","Vaccines",2015,0.13,0.024,540.947,0.246,0.716,0.419,0.209
"4-8","Female","RX","Vaccines",2016,0.24,0.03,1029.63,0.237,0.835,0.903,-0.036
"4-8","Female","RX","Vaccines",2017,0.18,0.031,866.283,0.204,-0.277,-0.159,-0.141
"4-8","Female","RX","Vitamins",2014,0.25,0.053,64.625,3.827,0,0,0
"4-8","Female","RX","Vitamins",2015,0.34,0.047,96.007,3.525,0.368,0.486,-0.079
"4-8","Female","RX","Vitamins",2016,0.39,0.054,118.541,3.251,0.139,0.235,-0.078
"4-8","Female","RX","Vitamins",2017,0.38,0.057,123.769,3.039,-0.024,0.044,-0.065
"4-8","Female","RX","All Prescription Drugs",2014,74.8,25.305,69.763,1072.14,0,0,0
"4-8","Female","RX","All Prescription Drugs",2015,81.19,26.456,76.586,1060.11,0.085,0.098,-0.011
"4-8","Female","RX","All Prescription Drugs",2016,84.49,27.126,80.654,1047.52,0.041,0.053,-0.012
"4-8","Female","RX","All Prescription Drugs",2017,79.01,26.171,74.948,1054.18,-0.065,-0.071,0.006
"4-8","Female","RX","Anti-Infectives",2014,23.35,10.063,91.777,254.459,0,0,0
"4-8","Female","RX","Anti-Infectives",2015,25.17,10.898,96.524,260.748,0.078,0.052,0.025
"4-8","Female","RX","Anti-Infectives",2016,25.84,11.536,97.867,264.037,0.027,0.014,0.013
"4-8","Female","RX","Anti-Infectives",2017,28.12,11.696,107.355,261.975,0.088,0.097,-0.008
"4-8","Female","RX","Antihistamines",2014,0.76,0.342,31.977,23.603,0,0,0
"4-8","Female","RX","Antihistamines",2015,0.76,0.356,30.901,24.583,0.006,-0.034,0.041
"4-8","Female","RX","Antihistamines",2016,0.72,0.355,31.696,22.779,-0.05,0.026,-0.073
"4-8","Female","RX","Antihistamines",2017,0.58,0.298,26.121,22.148,-0.199,-0.176,-0.028
"4-8","Female","RX","Autonomic",2014,14.36,2.791,336.463,42.676,0,0,0
"4-8","Female","RX","Autonomic",2015,18.15,3.191,442.658,41.01,0.264,0.316,-0.039
"4-8","Female","RX","Autonomic",2016,22.54,3.496,569.269,39.593,0.242,0.286,-0.035
"4-8","Female","RX","Autonomic",2017,14.61,2.46,398.875,36.639,-0.352,-0.299,-0.075
"4-8","Female","RX","Blood",2014,0.1,0.01,221.934,0.44,0,0,0
"4-8","Female","RX","Blood",2015,0.14,0.006,230.436,0.617,0.454,0.038,0.401
"4-8","Female","RX","Blood",2016,0.09,0.005,108.935,0.803,-0.384,-0.527,0.303
"4-8","Female","RX","Blood",2017,0.09,0.006,107.438,0.819,0.005,-0.014,0.019
"4-8","Female","RX","Cardiovascular",2014,0.49,0.223,19.527,25.212,0,0,0
"4-8","Female","RX","Cardiovascular",2015,0.42,0.181,16.123,25.803,-0.155,-0.174,0.023
"4-8","Female","RX","Cardiovascular",2016,0.41,0.174,16.476,24.9,-0.014,0.022,-0.035
"4-8","Female","RX","Cardiovascular",2017,0.49,0.17,18.615,26.052,0.182,0.13,0.046
"4-8","Female","RX","Central Nervous System",2014,9.55,2.814,70.791,134.858,0,0,0
"4-8","Female","RX","Central Nervous System",2015,10.88,2.838,80.211,135.692,0.14,0.133,0.006
"4-8","Female","RX","Central Nervous System",2016,10.83,2.815,79.013,137.051,-0.005,-0.015,0.01
"4-8","Female","RX","Central Nervous System",2017,11.59,3.057,79.482,145.87,0.071,0.006,0.064
"4-8","Female","RX","Chemotherapy",2014,0.28,0.054,73.539,3.777,0,0,0
"4-8","Female","RX","Chemotherapy",2015,0.32,0.054,72.914,4.365,0.146,-0.008,0.155
"4-8","Female","RX","Chemotherapy",2016,0.38,0.053,85.299,4.497,0.205,0.17,0.03
"4-8","Female","RX","Chemotherapy",2017,0.28,0.045,68.918,4.079,-0.267,-0.192,-0.093
"4-8","Female","RX","Devices",2014,0.08,0.03,213.819,0.391,0,0,0
"4-8","Female","RX","Devices",2015,0.1,0.028,271.694,0.38,0.236,0.271,-0.028
"4-8","Female","RX","Devices",2016,0.15,0.048,309.453,0.496,0.487,0.139,0.305
"4-8","Female","RX","Devices",2017,0.05,0.022,318.85,0.142,-0.705,0.03,-0.713
"4-8","Female","RX","Diagnostic",2015,0,0,2940.53,0,0,0,0
"4-8","Female","RX","Diagnostic",2016,0,0,199.602,0.001,-0.237,-0.932,10.243
"4-8","Female","RX","Diagnostic",2017,0,0,2084.4,0,-0.415,9.443,-0.944
"4-8","Female","RX","EENT",2014,3.11,1.937,27.194,114.205,0,0,0
"4-8","Female","RX","EENT",2015,3.54,1.979,36.02,98.231,0.139,0.325,-0.14
"4-8","Female","RX","EENT",2016,4.03,1.896,45.007,89.442,0.138,0.25,-0.089
"4-8","Female","RX","EENT",2017,4.87,2.015,52.976,91.942,0.21,0.177,0.028
"4-8","Female","RX","Enzymes",2014,0.34,0.001,10419.45,0.033,0,0,0
"4-8","Female","RX","Enzymes",2015,0.78,0.018,10304.06,0.076,1.283,-0.011,1.309
"4-8","Female","RX","Enzymes",2016,0.17,0.001,7779.02,0.021,-0.789,-0.245,-0.72
"4-8","Female","RX","Enzymes",2017,0.08,0.003,7073.21,0.012,-0.503,-0.091,-0.454
"4-8","Female","RX","Gastrointestinal",2014,1.66,0.784,41.004,40.523,0,0,0
"4-8","Female","RX","Gastrointestinal",2015,1.63,0.824,39.681,40.991,-0.021,-0.032,0.012
"4-8","Female","RX","Gastrointestinal",2016,1.43,0.751,36.218,39.497,-0.121,-0.087,-0.036
"4-8","Female","RX","Gastrointestinal",2017,1.5,0.723,36.381,41.267,0.05,0.005,0.045
"4-8","Female","RX","Hormones",2014,1.5,0.858,42.873,34.954,0,0,0
"4-8","Female","RX","Hormones",2015,1.6,0.883,45.962,34.775,0.067,0.072,-0.005
"4-8","Female","RX","Hormones",2016,1.45,0.867,42.618,33.994,-0.094,-0.073,-0.022
"4-8","Female","RX","Hormones",2017,1.38,0.733,40.65,33.892,-0.049,-0.046,-0.003
"4-8","Female","RX","Metabolic",2014,0.14,0.062,27.971,5.085,0,0,0
"4-8","Female","RX","Metabolic",2015,0.17,0.058,30.133,5.586,0.184,0.077,0.099
"4-8","Female","RX","Metabolic",2016,0.17,0.06,28.252,5.983,0.004,-0.062,0.071
"4-8","Female","RX","Metabolic",2017,0.24,0.058,37.233,6.346,0.398,0.318,0.061
"4-8","Female","RX","Miscellaneous",2014,0.61,0.189,9.862,61.844,0,0,0
"4-8","Female","RX","Miscellaneous",2015,0.86,0.151,13.235,64.759,0.405,0.342,0.047
"4-8","Female","RX","Miscellaneous",2016,0.86,0.141,12.93,66.847,0.008,-0.023,0.032
"4-8","Female","RX","Miscellaneous",2017,1.02,0.137,15.699,64.951,0.18,0.214,-0.028
"4-8","Female","RX","Respiratory",2014,10.25,2.641,57.44,178.383,0,0,0
"4-8","Female","RX","Respiratory",2015,8.58,2.352,49.339,173.863,-0.163,-0.141,-0.025
"4-8","Female","RX","Respiratory",2016,7.84,2.294,46.761,167.622,-0.086,-0.052,-0.036
"4-8","Female","RX","Respiratory",2017,7.25,2.216,43.797,165.623,-0.075,-0.063,-0.012
"4-8","Female","RX","Rheumatoid Arthritis",2014,0,0.001,32.824,0.067,0,0,0
"4-8","Female","RX","Rheumatoid Arthritis",2015,0.01,0.001,71.017,0.071,1.281,1.164,0.054
"4-8","Female","RX","Rheumatoid Arthritis",2016,0.01,0.001,115.418,0.05,0.142,0.625,-0.298
"4-8","Female","RX","Rheumatoid Arthritis",2017,0.01,0.001,117.119,0.057,0.162,0.015,0.145
"4-8","Female","RX","Skin",2014,7.53,2.059,90.718,83.001,0,0,0
"4-8","Female","RX","Skin",2015,7.4,2.202,91.148,81.196,-0.017,0.005,-0.022
"4-8","Female","RX","Skin",2016,6.93,2.183,87.333,79.367,-0.063,-0.042,-0.023
"4-8","Female","RX","Skin",2017,6.15,2.101,76.905,79.973,-0.113,-0.119,0.008
"4-8","Female","RX","Smooth Muscle Relaxants",2014,0.19,0.075,31.921,5.991,0,0,0
"4-8","Female","RX","Smooth Muscle Relaxants",2015,0.19,0.071,31.787,5.964,-0.009,-0.004,-0.004
"4-8","Female","RX","Smooth Muscle Relaxants",2016,0.15,0.064,28.866,5.247,-0.201,-0.092,-0.12
"4-8","Female","RX","Smooth Muscle Relaxants",2017,0.16,0.057,30.697,5.12,0.038,0.063,-0.024
"4-8","Female","RX","Vaccines",2014,0,0,506.4,0,0,0,0
"4-8","Female","RX","Vaccines",2016,0,0.002,182.737,0.023,0,0,0
"4-8","Female","RX","Vaccines",2017,0.01,0.003,219.846,0.026,0.346,0.203,0.119
"4-8","Female","RX","Vitamins",2014,0.5,0.373,7.985,62.635,0,0,0
"4-8","Female","RX","Vitamins",2015,0.5,0.365,8.119,61.401,-0.003,0.017,-0.02
"4-8","Female","RX","Vitamins",2016,0.49,0.384,7.473,65.273,-0.022,-0.08,0.063
"4-8","Female","RX","Vitamins",2017,0.54,0.372,7.966,67.243,0.098,0.066,0.03
"4-8","Female","RX","All Prescription Drugs",2014,5.94,1.362,144.938,40.986,0,0,0
"4-8","Female","RX","All Prescription Drugs",2015,5.35,1.263,127.319,42.052,-0.099,-0.122,0.026
"4-8","Female","RX","All Prescription Drugs",2016,5.01,1.105,133.202,37.619,-0.064,0.046,-0.105
"4-8","Female","RX","All Prescription Drugs",2017,5.07,0.959,153.311,33.095,0.013,0.151,-0.12
"4-8","Female","RX","Anti-Infectives",2014,0.07,0.021,208.817,0.329,0,0,0
"4-8","Female","RX","Anti-Infectives",2015,0.04,0.011,205.595,0.179,-0.466,-0.015,-0.458
"4-8","Female","RX","Anti-Infectives",2016,0.01,0.005,174.419,0.058,-0.723,-0.152,-0.673
"4-8","Female","RX","Anti-Infectives",2017,0,0.001,88.291,0.024,-0.794,-0.494,-0.593
"4-8","Female","RX","Antihistamines",2014,0.01,0.007,108.234,0.099,0,0,0
"4-8","Female","RX","Antihistamines",2015,0.01,0.007,486.003,0.028,0.267,3.49,-0.718
"4-8","Female","RX","Antihistamines",2016,0,0.001,72.786,0.018,-0.904,-0.85,-0.359
"4-8","Female","RX","Antihistamines",2017,0,0,44.123,0.005,-0.828,-0.394,-0.716
"4-8","Female","RX","Autonomic",2014,0.01,0.003,61.843,0.078,0,0,0
"4-8","Female","RX","Autonomic",2015,0,0.001,40.931,0.063,-0.46,-0.338,-0.184
"4-8","Female","RX","Autonomic",2016,0,0,30.506,0.029,-0.656,-0.255,-0.539
"4-8","Female","RX","Autonomic",2017,0,0,14.095,0.006,-0.911,-0.538,-0.807
"4-8","Female","RX","Blood",2014,0,0,787.553,0.002,0,0,0
"4-8","Female","RX","Blood",2015,0,0.001,112.638,0.023,0.504,-0.857,9.518
"4-8","Female","RX","Cardiovascular",2014,0.05,0.012,184.972,0.262,0,0,0
"4-8","Female","RX","Cardiovascular",2015,0,0.002,55.147,0.07,-0.92,-0.702,-0.733
"4-8","Female","RX","Cardiovascular",2016,0,0.001,32.361,0.029,-0.753,-0.413,-0.579
"4-8","Female","RX","Cardiovascular",2017,0,0,52.846,0.007,-0.631,0.633,-0.774
"4-8","Female","RX","Central Nervous System",2014,0.05,0.011,207.572,0.257,0,0,0
"4-8","Female","RX","Central Nervous System",2015,0.01,0.006,123.717,0.107,-0.752,-0.404,-0.583
"4-8","Female","RX","Central Nervous System",2016,0,0.001,84.802,0.038,-0.754,-0.315,-0.641
"4-8","Female","RX","Central Nervous System",2017,0,0.001,40.214,0.024,-0.705,-0.526,-0.379
"4-8","Female","RX","Chemotherapy",2014,0.01,0.003,99.303,0.06,0,0,0
"4-8","Female","RX","Chemotherapy",2015,0.01,0.003,60.719,0.101,0.031,-0.389,0.686
"4-8","Female","RX","Chemotherapy",2016,0,0.001,49.041,0.037,-0.701,-0.192,-0.63
"4-8","Female","RX","Chemotherapy",2017,0.01,0.002,135.599,0.05,2.73,1.765,0.349
"4-8","Female","RX","Devices",2014,1.51,0.677,64.265,23.418,0,0,0
"4-8","Female","RX","Devices",2015,1.81,0.745,70.579,25.65,0.203,0.098,0.095
"4-8","Female","RX","Devices",2016,2,0.755,80.593,24.858,0.107,0.142,-0.031
"4-8","Female","RX","Devices",2017,2.35,0.605,108.88,21.553,0.171,0.351,-0.133
"4-8","Female","RX","Diagnostic",2014,3.14,0.356,266.09,11.787,0,0,0
"4-8","Female","RX","Diagnostic",2015,3.04,0.344,270.413,11.223,-0.032,0.016,-0.048
"4-8","Female","RX","Diagnostic",2016,2.81,0.296,271.264,10.359,-0.074,0.003,-0.077
"4-8","Female","RX","Diagnostic",2017,2.56,0.309,276.289,9.273,-0.088,0.019,-0.105
"4-8","Female","RX","EENT",2014,0,0,85.25,0.007,0,0,0
"4-8","Female","RX","EENT",2015,0,0,68.857,0.006,-0.349,-0.192,-0.194
"4-8","Female","RX","EENT",2016,0,0,24.707,0.002,-0.903,-0.641,-0.729
"4-8","Female","RX","Enzymes",2014,0.01,0.001,522.471,0.014,0,0,0
"4-8","Female","RX","Gastrointestinal",2014,0.07,0.017,143.725,0.482,0,0,0
"4-8","Female","RX","Gastrointestinal",2015,0.05,0.017,112.661,0.413,-0.328,-0.216,-0.143
"4-8","Female","RX","Gastrointestinal",2016,0.01,0.003,93.701,0.152,-0.694,-0.168,-0.632
"4-8","Female","RX","Gastrointestinal",2017,0.02,0.001,170.443,0.106,0.266,0.819,-0.304
"4-8","Female","RX","Heavy Metal Antagonists",2014,0,0.001,1225.08,0.001,0,0,0
"4-8","Female","RX","Heavy Metal Antagonists",2015,0,0,65.806,0.001,-0.934,-0.946,0.225
"4-8","Female","RX","Heavy Metal Antagonists",2016,0,0,89.304,0.005,5.248,0.357,3.604
"4-8","Female","RX","Hormones",2014,0.5,0.094,1230.69,0.408,0,0,0
"4-8","Female","RX","Hormones",2015,0.03,0.004,488.422,0.063,-0.938,-0.603,-0.845
"4-8","Female","RX","Hormones",2016,0,0,43.506,0.01,-0.986,-0.911,-0.842
"4-8","Female","RX","Hormones",2017,0,0.001,50.748,0.029,2.35,0.166,1.872
"4-8","Female","RX","Metabolic",2014,0.01,0.003,66.568,0.083,0,0,0
"4-8","Female","RX","Metabolic",2015,0,0,20.28,0.007,-0.976,-0.695,-0.921
"4-8","Female","RX","Metabolic",2017,0,0,143.029,0.013,0,0,0
"4-8","Female","RX","Miscellaneous",2014,0.4,0.131,139.441,2.831,0,0,0
"4-8","Female","RX","Miscellaneous",2015,0.29,0.104,93.588,3.08,-0.27,-0.329,0.088
"4-8","Female","RX","Miscellaneous",2016,0.15,0.033,116.325,1.26,-0.492,0.243,-0.591
"4-8","Female","RX","Miscellaneous",2017,0.12,0.033,84.614,1.44,-0.168,-0.273,0.143
"4-8","Female","RX","Respiratory",2014,0.01,0.001,365.219,0.02,0,0,0
"4-8","Female","RX","Respiratory",2015,0,0.001,41.306,0.029,-0.836,-0.887,0.453
"4-8","Female","RX","Respiratory",2016,0,0,95.464,0.001,-0.932,1.311,-0.971
"4-8","Female","RX","Respiratory",2017,0,0,47.313,0.021,11.275,-0.504,23.768
"4-8","Female","RX","Skin",2014,0.09,0.016,133.416,0.671,0,0,0
"4-8","Female","RX","Skin",2015,0.05,0.011,57.428,0.79,-0.493,-0.57,0.178
"4-8","Female","RX","Skin",2016,0.01,0.006,17.044,0.721,-0.729,-0.703,-0.087
"4-8","Female","RX","Skin",2017,0.01,0.004,17.383,0.519,-0.266,0.02,-0.281
"4-8","Female","RX","Smooth Muscle Relaxants",2014,0,0,47.911,0.008,0,0,0
"4-8","Female","RX","Smooth Muscle Relaxants",2015,0,0,63.502,0.015,1.553,0.325,0.926
"4-8","Female","RX","Vitamins",2014,0.03,0.007,160.547,0.168,0,0,0
"4-8","Female","RX","Vitamins",2015,0.02,0.004,79.026,0.204,-0.405,-0.508,0.21
"4-8","Female","RX","Vitamins",2016,0.01,0.002,123.267,0.042,-0.68,0.56,-0.795
"4-8","Female","RX","Vitamins",2017,0,0,53.855,0.027,-0.723,-0.563,-0.365
"4-8","Male","IP","All Inpatient",2014,239.48,11.593,20817.23,11.504,0,0,0
"4-8","Male","IP","All Inpatient",2015,271.37,10.857,23532.23,11.532,0.133,0.13,0.002
"4-8","Male","IP","All Inpatient",2016,274.64,10.6,24849.03,11.052,0.012,0.056,-0.042
"4-8","Male","IP","All Inpatient",2017,261.53,9.679,25585.87,10.222,-0.048,0.03,-0.075
"4-8","Male","IP","Hospice",2014,0.28,0.01,8894.98,0.031,0,0,0
"4-8","Male","IP","Hospice",2015,0.29,0.014,6054.17,0.048,0.049,-0.319,0.541
"4-8","Male","IP","Hospice",2016,0.37,0.024,10170.93,0.036,0.271,0.68,-0.243
