"Year","cbsa_title","state","geo_level","metric_type","moment","service_category","service","index_name","index_value","index_change"
2015,"State-NJ","NJ","State","Index","Mean","Inpatient","Basket","Spending",0.079554446,0.060727581
2016,"State-NJ","NJ","State","Index","Mean","Inpatient","Basket","Spending",0.12493917,0.15423591
2017,"State-NJ","NJ","State","Index","Mean","Inpatient","Basket","Spending",0.11382486,0.20895322
2014,"State-NM","NM","State","Index","Mean","Inpatient","Basket","Spending",-0.007142466,0.0079478724
2015,"State-NM","NM","State","Index","Mean","Inpatient","Basket","Spending",-0.072452337,-0.03886389
2016,"State-NM","NM","State","Index","Mean","Inpatient","Basket","Spending",-0.032051712,0.047386676
2017,"State-NM","NM","State","Index","Mean","Inpatient","Basket","Spending",0.017700147,0.1649352
2014,"State-NV","NV","State","Index","Mean","Inpatient","Basket","Spending",-0.13687734,-0.0095365103
2015,"State-NV","NV","State","Index","Mean","Inpatient","Basket","Spending",-0.11397688,0.037787717
2016,"State-NV","NV","State","Index","Mean","Inpatient","Basket","Spending",-0.074854545,0.13156557
2017,"State-NV","NV","State","Index","Mean","Inpatient","Basket","Spending",-0.092406437,0.17432459
2014,"State-NY","NY","State","Index","Mean","Inpatient","Basket","Spending",0.17623283,0.084317833
2015,"State-NY","NY","State","Index","Mean","Inpatient","Basket","Spending",0.25536537,0.1812205
2016,"State-NY","NY","State","Index","Mean","Inpatient","Basket","Spending",0.31707957,0.29413348
2017,"State-NY","NY","State","Index","Mean","Inpatient","Basket","Spending",0.43349543,0.49001423
2014,"State-OH","OH","State","Index","Mean","Inpatient","Basket","Spending",0.099087641,-0.0063516195
2015,"State-OH","OH","State","Index","Mean","Inpatient","Basket","Spending",0.11188302,0.026022831
2016,"State-OH","OH","State","Index","Mean","Inpatient","Basket","Spending",0.12868817,0.087622367
2017,"State-OH","OH","State","Index","Mean","Inpatient","Basket","Spending",0.12226479,0.14400136
2014,"State-OK","OK","State","Index","Mean","Inpatient","Basket","Spending",-0.084358804,-0.035362326
2015,"State-OK","OK","State","Index","Mean","Inpatient","Basket","Spending",-0.099734977,-0.031929933
2016,"State-OK","OK","State","Index","Mean","Inpatient","Basket","Spending",-0.051593792,0.064969167
2017,"State-OK","OK","State","Index","Mean","Inpatient","Basket","Spending",-0.01753157,0.16704686
2014,"State-OR","OR","State","Index","Mean","Inpatient","Basket","Spending",-0.011342612,-0.054372933
2015,"State-OR","OR","State","Index","Mean","Inpatient","Basket","Spending",0.0056237942,-0.018235914
2016,"State-OR","OR","State","Index","Mean","Inpatient","Basket","Spending",0.01480557,0.03457189
2017,"State-OR","OR","State","Index","Mean","Inpatient","Basket","Spending",0.066279121,0.14994159
2014,"State-PA","PA","State","Index","Mean","Inpatient","Basket","Spending",0.058043808,0.011544136
2015,"State-PA","PA","State","Index","Mean","Inpatient","Basket","Spending",0.0068484312,-0.017476819
2016,"State-PA","PA","State","Index","Mean","Inpatient","Basket","Spending",0.021823542,0.041263975
2017,"State-PA","PA","State","Index","Mean","Inpatient","Basket","Spending",0.038435474,0.11941598
2014,"State-RI","RI","State","Index","Mean","Inpatient","Basket","Spending",0.073513642,-0.045122709
2015,"State-RI","RI","State","Index","Mean","Inpatient","Basket","Spending",0.087918147,-0.012280244
2016,"State-RI","RI","State","Index","Mean","Inpatient","Basket","Spending",0.072429828,0.016746379
2017,"State-RI","RI","State","Index","Mean","Inpatient","Basket","Spending",0.046745729,0.04981311
2014,"State-SC","SC","State","Index","Mean","Inpatient","Basket","Spending",0.30620638,-0.027018778
2015,"State-SC","SC","State","Index","Mean","Inpatient","Basket","Spending",0.2793951,-0.027264265
2016,"State-SC","SC","State","Index","Mean","Inpatient","Basket","Spending",0.26386678,0.0034545718
2017,"State-SC","SC","State","Index","Mean","Inpatient","Basket","Spending",0.31218001,0.10208952
2014,"State-TN","TN","State","Index","Mean","Inpatient","Basket","Spending",-0.052891068,0.0069565577
2015,"State-TN","TN","State","Index","Mean","Inpatient","Basket","Spending",-0.060494572,0.019547857
2016,"State-TN","TN","State","Index","Mean","Inpatient","Basket","Spending",-0.05407957,0.071936749
2017,"State-TN","TN","State","Index","Mean","Inpatient","Basket","Spending",-0.069259889,0.11575805
2014,"State-TX","TX","State","Index","Mean","Inpatient","Basket","Spending",0.090168081,-0.019320952
2015,"State-TX","TX","State","Index","Mean","Inpatient","Basket","Spending",0.083532326,-0.0051151249
2016,"State-TX","TX","State","Index","Mean","Inpatient","Basket","Spending",0.11378861,0.067923054
2017,"State-TX","TX","State","Index","Mean","Inpatient","Basket","Spending",0.076038398,0.091420241
2014,"State-UT","UT","State","Index","Mean","Inpatient","Basket","Spending",0.038505476,0.043510962
2015,"State-UT","UT","State","Index","Mean","Inpatient","Basket","Spending",0.031041767,0.057455268
2016,"State-UT","UT","State","Index","Mean","Inpatient","Basket","Spending",0.061358724,0.13672176
2017,"State-UT","UT","State","Index","Mean","Inpatient","Basket","Spending",0.0359887,0.17374577
2014,"State-VA","VA","State","Index","Mean","Inpatient","Basket","Spending",0.0004491545,0.00052019232
2015,"State-VA","VA","State","Index","Mean","Inpatient","Basket","Spending",-0.04386187,-0.02400185
2016,"State-VA","VA","State","Index","Mean","Inpatient","Basket","Spending",-0.0075527164,0.057893712
2017,"State-VA","VA","State","Index","Mean","Inpatient","Basket","Spending",-0.0039818943,0.123127
2014,"State-WA","WA","State","Index","Mean","Inpatient","Basket","Spending",0.095307209,-0.0010395267
2015,"State-WA","WA","State","Index","Mean","Inpatient","Basket","Spending",0.060995772,-0.01230346
2016,"State-WA","WA","State","Index","Mean","Inpatient","Basket","Spending",0.019200511,-0.0092233969
2017,"State-WA","WA","State","Index","Mean","Inpatient","Basket","Spending",0.020235602,0.049164601
2014,"State-WI","WI","State","Index","Mean","Inpatient","Basket","Spending",0.12333525,-0.016868474
2015,"State-WI","WI","State","Index","Mean","Inpatient","Basket","Spending",0.11045289,-0.0080269007
2016,"State-WI","WI","State","Index","Mean","Inpatient","Basket","Spending",0.090696335,0.01744242
2017,"State-WI","WI","State","Index","Mean","Inpatient","Basket","Spending",0.057849616,0.043895353
2014,"State-AK","AK","State","Index","Mean","Outpatient","Basket","Spending",0.45368102,0.15438442
2015,"State-AK","AK","State","Index","Mean","Outpatient","Basket","Spending",0.4768894,0.25069228
2016,"State-AK","AK","State","Index","Mean","Outpatient","Basket","Spending",0.44818881,0.29564893
2017,"State-AK","AK","State","Index","Mean","Outpatient","Basket","Spending",0.34156305,0.28244439
2014,"State-AR","AR","State","Index","Mean","Outpatient","Basket","Spending",-0.34993175,0.097688943
2015,"State-AR","AR","State","Index","Mean","Outpatient","Basket","Spending",-0.3752473,0.12499253
2016,"State-AR","AR","State","Index","Mean","Outpatient","Basket","Spending",-0.35760096,0.22209802
2017,"State-AR","AR","State","Index","Mean","Outpatient","Basket","Spending",-0.37645766,0.26745453
2014,"State-AZ","AZ","State","Index","Mean","Outpatient","Basket","Spending",-0.2982291,0.091077738
2015,"State-AZ","AZ","State","Index","Mean","Outpatient","Basket","Spending",-0.31162426,0.14131902
2016,"State-AZ","AZ","State","Index","Mean","Outpatient","Basket","Spending",-0.32751298,0.17794517
2017,"State-AZ","AZ","State","Index","Mean","Outpatient","Basket","Spending",-0.33222479,0.24978913
2014,"State-CA","CA","State","Index","Mean","Outpatient","Basket","Spending",-0.22158988,0.0072860364
2015,"State-CA","CA","State","Index","Mean","Outpatient","Basket","Spending",-0.23258625,0.058997829
2016,"State-CA","CA","State","Index","Mean","Outpatient","Basket","Spending",-0.16782454,0.21322143
2017,"State-CA","CA","State","Index","Mean","Outpatient","Basket","Spending",-0.15329558,0.31893161
2014,"State-CO","CO","State","Index","Mean","Outpatient","Basket","Spending",0.015079063,0.06280949
2015,"State-CO","CO","State","Index","Mean","Outpatient","Basket","Spending",-0.0058487975,0.11001578
2016,"State-CO","CO","State","Index","Mean","Outpatient","Basket","Spending",-0.0042456477,0.17459619
2017,"State-CO","CO","State","Index","Mean","Outpatient","Basket","Spending",-0.011113453,0.2463733
2014,"State-CT","CT","State","Index","Mean","Outpatient","Basket","Spending",0.21448654,0.038135722
2015,"State-CT","CT","State","Index","Mean","Outpatient","Basket","Spending",0.18424445,0.079503238
2016,"State-CT","CT","State","Index","Mean","Outpatient","Basket","Spending",0.14789239,0.10546102
2017,"State-CT","CT","State","Index","Mean","Outpatient","Basket","Spending",0.12538464,0.15799992
2014,"State-DC","DC","State","Index","Mean","Outpatient","Basket","Spending",-0.21167085,0.03611419
2015,"State-DC","DC","State","Index","Mean","Outpatient","Basket","Spending",-0.2324608,0.075775765
2016,"State-DC","DC","State","Index","Mean","Outpatient","Basket","Spending",-0.22656222,0.14526565
2017,"State-DC","DC","State","Index","Mean","Outpatient","Basket","Spending",-0.23951596,0.20319563
2014,"State-DE","DE","State","Index","Mean","Outpatient","Basket","Spending",0.22061287,0.048971515
2015,"State-DE","DE","State","Index","Mean","Outpatient","Basket","Spending",0.1960412,0.096107244
2016,"State-DE","DE","State","Index","Mean","Outpatient","Basket","Spending",0.23688127,0.19755256
2017,"State-DE","DE","State","Index","Mean","Outpatient","Basket","Spending",0.16004211,0.20006733
2014,"State-FL","FL","State","Index","Mean","Outpatient","Basket","Spending",-0.042360675,0.074373007
2015,"State-FL","FL","State","Index","Mean","Outpatient","Basket","Spending",-0.030375086,0.16005355
2016,"State-FL","FL","State","Index","Mean","Outpatient","Basket","Spending",-0.025569536,0.23164286
2017,"State-FL","FL","State","Index","Mean","Outpatient","Basket","Spending",-0.025922634,0.31550553
2014,"State-GA","GA","State","Index","Mean","Outpatient","Basket","Spending",-0.13853391,0.019503267
2015,"State-GA","GA","State","Index","Mean","Outpatient","Basket","Spending",-0.10500124,0.12952025
2016,"State-GA","GA","State","Index","Mean","Outpatient","Basket","Spending",-0.12292253,0.16941647
2017,"State-GA","GA","State","Index","Mean","Outpatient","Basket","Spending",-0.091952391,0.29361534
2014,"State-IA","IA","State","Index","Mean","Outpatient","Basket","Spending",-0.14941177,0.029600458
2015,"State-IA","IA","State","Index","Mean","Outpatient","Basket","Spending",-0.16803992,0.073922664
2016,"State-IA","IA","State","Index","Mean","Outpatient","Basket","Spending",-0.17159534,0.12972495
2017,"State-IA","IA","State","Index","Mean","Outpatient","Basket","Spending",-0.18334071,0.189971
2014,"State-IL","IL","State","Index","Mean","Outpatient","Basket","Spending",0.21193731,0.036596719
2015,"State-IL","IL","State","Index","Mean","Outpatient","Basket","Spending",0.16282369,0.060631942
2016,"State-IL","IL","State","Index","Mean","Outpatient","Basket","Spending",0.092572816,0.052836381
2017,"State-IL","IL","State","Index","Mean","Outpatient","Basket","Spending",0.13375103,0.16732955
2014,"State-IN","IN","State","Index","Mean","Outpatient","Basket","Spending",0.41360369,0.010354227
2015,"State-IN","IN","State","Index","Mean","Outpatient","Basket","Spending",0.37330142,0.046726018
2016,"State-IN","IN","State","Index","Mean","Outpatient","Basket","Spending",0.3508172,0.08773572
2017,"State-IN","IN","State","Index","Mean","Outpatient","Basket","Spending",0.34832352,0.1600754
2014,"State-KS","KS","State","Index","Mean","Outpatient","Basket","Spending",-0.088169016,0.048911754
2015,"State-KS","KS","State","Index","Mean","Outpatient","Basket","Spending",-0.14184992,0.052710634
2016,"State-KS","KS","State","Index","Mean","Outpatient","Basket","Spending",-0.15819828,0.090976097
2017,"State-KS","KS","State","Index","Mean","Outpatient","Basket","Spending",-0.15758868,0.16652732
2014,"State-KY","KY","State","Index","Mean","Outpatient","Basket","Spending",0.18694679,-0.010365245
2015,"State-KY","KY","State","Index","Mean","Outpatient","Basket","Spending",0.038605973,-0.076545157
2016,"State-KY","KY","State","Index","Mean","Outpatient","Basket","Spending",-0.015301746,-0.075029939
2017,"State-KY","KY","State","Index","Mean","Outpatient","Basket","Spending",0.023205528,0.026957987
2014,"State-LA","LA","State","Index","Mean","Outpatient","Basket","Spending",0.073702388,0.086621322
2015,"State-LA","LA","State","Index","Mean","Outpatient","Basket","Spending",0.034016818,0.1159457
2016,"State-LA","LA","State","Index","Mean","Outpatient","Basket","Spending",0.0037033141,0.14440694
2017,"State-LA","LA","State","Index","Mean","Outpatient","Basket","Spending",-0.023088142,0.19013381
2014,"State-MA","MA","State","Index","Mean","Outpatient","Basket","Spending",0.17439944,0.012017555
2015,"State-MA","MA","State","Index","Mean","Outpatient","Basket","Spending",0.10966916,0.019733969
2016,"State-MA","MA","State","Index","Mean","Outpatient","Basket","Spending",0.094937153,0.063021936
2017,"State-MA","MA","State","Index","Mean","Outpatient","Basket","Spending",0.065538555,0.10531864
2014,"State-MD","MD","State","Index","Mean","Outpatient","Basket","Spending",-0.33658001,0.059548363
2015,"State-MD","MD","State","Index","Mean","Outpatient","Basket","Spending",-0.37014884,0.072732225
2016,"State-MD","MD","State","Index","Mean","Outpatient","Basket","Spending",-0.39384791,0.090673245
2017,"State-MD","MD","State","Index","Mean","Outpatient","Basket","Spending",-0.41631418,0.12216699
2014,"State-ME","ME","State","Index","Mean","Outpatient","Basket","Spending",0.49264008,0.031689912
2015,"State-ME","ME","State","Index","Mean","Outpatient","Basket","Spending",0.41187295,0.040664792
2016,"State-ME","ME","State","Index","Mean","Outpatient","Basket","Spending",0.36845419,0.065626882
2017,"State-ME","ME","State","Index","Mean","Outpatient","Basket","Spending",0.19340758,-0.0070463261
2014,"State-MN","MN","State","Index","Mean","Outpatient","Basket","Spending",-0.21242568,-0.04493903
2015,"State-MN","MN","State","Index","Mean","Outpatient","Basket","Spending",-0.26556423,-0.050238561
2016,"State-MN","MN","State","Index","Mean","Outpatient","Basket","Spending",-0.28094423,-0.017612223
2017,"State-MN","MN","State","Index","Mean","Outpatient","Basket","Spending",-0.3137385,0.0017867925
2014,"State-MO","MO","State","Index","Mean","Outpatient","Basket","Spending",-0.069180928,0.047217939
2015,"State-MO","MO","State","Index","Mean","Outpatient","Basket","Spending",-0.081316426,0.10219619
2016,"State-MO","MO","State","Index","Mean","Outpatient","Basket","Spending",-0.093451947,0.14906196
2017,"State-MO","MO","State","Index","Mean","Outpatient","Basket","Spending",-0.088185109,0.23487952
2014,"State-MS","MS","State","Index","Mean","Outpatient","Basket","Spending",0.017959422,0.055716027
2015,"State-MS","MS","State","Index","Mean","Outpatient","Basket","Spending",0.01096829,0.11808634
